,frequent_itemset,support
214,"('2lou', '1val')",11.65994623655914
215,"('2lou', '1aco')",12.909946236559138
216,"('2lou', '0pop')",10.564516129032258
217,"('2tem', '2dur')",10.64516129032258
218,"('2tem', '0aco')",12.634408602150538
219,"('2tem', '1lou')",10.618279569892474
220,"('2tem', '1spe')",10.745967741935484
221,"('2tem', '0dur')",10.705645161290322
222,"('2tem', '0ins')",11.935483870967742
223,"('2tem', '1val')",11.505376344086022
224,"('2tem', '0val')",10.356182795698924
225,"('2tem', '1aco')",11.391129032258064
226,"('2tem', '0dan')",13.9247311827957
227,"('2tem', '0liv')",10.456989247311828
228,"('2tem', '0pop')",10.51747311827957
229,"('2dur', '0aco')",15.678763440860216
230,"('2dur', '1lou')",12.493279569892474
231,"('2dur', '1spe')",12.02284946236559
232,"('2dur', '1val')",10.893817204301074
233,"('2dur', '0spe')",11.35752688172043
234,"('2dur', '0val')",14.536290322580644
235,"('2dur', '0dan')",13.08467741935484
236,"('2dur', '0liv')",12.983870967741936
237,"('2dur', '0pop')",14.294354838709678
238,"('0aco', '1lou')",11.646505376344086
239,"('0aco', '1spe')",13.38037634408602
240,"('0aco', '1val')",12.02284946236559
241,"('0aco', '0val')",12.271505376344086
242,"('0aco', '0dan')",11.895161290322582
243,"('0aco', '0liv')",11.928763440860216
244,"('0aco', '0pop')",14.59005376344086
245,"('1lou', '0tem')",10.504032258064516
246,"('1lou', '1spe')",10.073924731182796
247,"('1lou', '0ins')",12.365591397849462
248,"('1lou', '1val')",12.06989247311828
249,"('1lou', '0spe')",12.755376344086022
250,"('1lou', '1aco')",12.594086021505376
251,"('1lou', '0liv')",11.65994623655914
252,"('1lou', '0pop')",10.262096774193548
253,"('0tem', '0dur')",14.166666666666666
254,"('0tem', '0ins')",11.666666666666666
255,"('0tem', '1val')",11.162634408602152
256,"('0tem', '0spe')",11.834677419354838
257,"('0tem', '0val')",12.896505376344086
258,"('0tem', '1aco')",11.418010752688172
259,"('0tem', '0dan')",12.80241935483871
260,"('0tem', '0liv')",10.73252688172043
261,"('0tem', '0pop')",11.12231182795699
262,"('1spe', '0dur')",10.853494623655914
263,"('1spe', '0val')",11.841397849462364
264,"('1spe', '0dan')",11.162634408602152
265,"('1spe', '0liv')",12.600806451612904
266,"('1spe', '0pop')",12.620967741935484
267,"('0dur', '0ins')",11.619623655913978
268,"('0dur', '1val')",10.255376344086022
269,"('0dur', '0val')",10.10752688172043
270,"('0dur', '1aco')",11.599462365591398
271,"('0dur', '0dan')",10.080645161290322
272,"('0dur', '0liv')",10.241935483870968
273,"('0dur', '0pop')",10.403225806451614
274,"('0ins', '1val')",12.634408602150538
275,"('0ins', '0spe')",12.876344086021504
276,"('0ins', '1aco')",15.631720430107526
277,"('1val', '0spe')",11.418010752688172
278,"('1val', '1aco')",10.638440860215054
279,"('1val', '0liv')",11.088709677419354
280,"('1val', '0pop')",10.692204301075268
281,"('0spe', '0val')",11.666666666666666
282,"('0spe', '1aco')",10.692204301075268
283,"('0spe', '0dan')",11.881720430107528
284,"('0spe', '0liv')",10.907258064516128
285,"('0val', '0liv')",11.108870967741936
286,"('0val', '0pop')",13.844086021505376
287,"('1aco', '0liv')",11.0752688172043
288,"('0dan', '0pop')",12.24462365591398
289,"('0liv', '0pop')",12.715053763440858
