,frequent_itemset,support
221,"('2liv', '2spe')",13.306451612903224
222,"('2liv', '2val')",12.291666666666666
223,"('2dan', '0pop')",12.338709677419354
224,"('2dan', '0liv')",14.905913978494622
225,"('2dan', '1aco')",14.012096774193546
226,"('2dan', '1val')",10.564516129032258
227,"('2dan', '0ins')",11.498655913978496
228,"('2dan', '0dur')",13.225806451612904
229,"('2dan', '1spe')",12.311827956989248
230,"('2dan', '0tem')",10.181451612903226
231,"('2dan', '1lou')",12.762096774193548
232,"('2dan', '0aco')",10.64516129032258
233,"('2dan', '2dur')",10.161290322580644
234,"('2dan', '2lou')",10.719086021505376
235,"('2dan', '1tem')",16.176075268817204
236,"('2dan', '2ins')",11.518817204301076
237,"('2dan', '1ins')",10.241935483870968
238,"('2dan', '2spe')",13.051075268817206
239,"('2dan', '2val')",17.788978494623656
240,"('1pop', '0liv')",10.026881720430108
241,"('1pop', '0dan')",11.149193548387098
242,"('1pop', '1aco')",11.108870967741936
243,"('1pop', '0spe')",11.35752688172043
244,"('1pop', '1val')",11.129032258064516
245,"('1pop', '0ins')",11.46505376344086
246,"('1pop', '0dur')",12.043010752688172
247,"('1pop', '0tem')",11.041666666666666
248,"('1pop', '1lou')",11.095430107526882
249,"('1pop', '0aco')",10.846774193548388
250,"('1pop', '2tem')",11.700268817204302
251,"('1pop', '2lou')",11.827956989247312
252,"('1pop', '0lou')",10.094086021505376
253,"('1pop', '1tem')",10.275537634408602
254,"('1pop', '1dur')",11.875
255,"('1pop', '1ins')",12.318548387096774
256,"('1pop', '1dan')",12.137096774193548
257,"('1pop', '2aco')",11.061827956989246
258,"('1pop', '2spe')",11.96236559139785
259,"('1pop', '2val')",12.84274193548387
260,"('1pop', '2liv')",12.3252688172043
261,"('2pop', '0liv')",11.169354838709678
262,"('2pop', '0dan')",10.033602150537636
263,"('2pop', '1aco')",12.345430107526882
264,"('2pop', '0val')",10.477150537634408
265,"('2pop', '0spe')",13.655913978494624
266,"('2pop', '1val')",11.538978494623656
267,"('2pop', '0ins')",16.13575268817204
268,"('2pop', '0dur')",10.893817204301074
269,"('2pop', '1spe')",11.021505376344086
270,"('2pop', '0tem')",11.176075268817204
271,"('2pop', '1lou')",11.975806451612902
272,"('2pop', '2tem')",11.115591397849462
273,"('2pop', '2lou')",10.940860215053764
274,"('2pop', '0lou')",10.026881720430108
275,"('2pop', '1tem')",10.651881720430108
276,"('2pop', '1dur')",12.110215053763442
277,"('2pop', '1ins')",10.053763440860216
278,"('2pop', '1dan')",11.720430107526882
279,"('2pop', '2aco')",12.701612903225806
280,"('2pop', '2val')",10.92741935483871
281,"('2pop', '2liv')",10.651881720430108
282,"('2pop', '2dan')",11.189516129032258
283,"('1liv', '0pop')",11.03494623655914
284,"('1liv', '0dan')",11.008064516129032
285,"('1liv', '1aco')",10.349462365591398
286,"('1liv', '0val')",11.814516129032258
287,"('1liv', '0spe')",12.896505376344086
288,"('1liv', '1val')",11.740591397849462
289,"('1liv', '0ins')",11.155913978494624
290,"('1liv', '0dur')",12.170698924731182
291,"('1liv', '1spe')",10.34274193548387
292,"('1liv', '0tem')",12.150537634408602
293,"('1liv', '1lou')",11.182795698924732
294,"('1liv', '2tem')",10.30241935483871
295,"('1liv', '0lou')",12.65456989247312
296,"('1liv', '1tem')",10.369623655913978
297,"('1liv', '1dur')",10.73252688172043
298,"('1liv', '2ins')",11.76747311827957
299,"('1liv', '1dan')",11.59274193548387
300,"('1liv', '2aco')",13.951612903225808
301,"('1liv', '2dan')",10.221774193548388
302,"('1liv', '1pop')",10.665322580645162
303,"('1liv', '2pop')",11.12231182795699
