,duration_ms,popularity,danceability,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
62,-0.1443762365891136,0.46,0.649,0.5265591874384625,0.0314,0.316,0.0,0.397,0.635,0.2626783201509082
63,0.6878469684873151,0.02,0.602,0.750216829056361,0.043,0.000487,0.000916,0.363,0.185,-0.12883223931553847
64,-0.4388559688399919,0.21,0.763,0.4855748028487953,0.285,0.0653,0.0,0.0282,0.8,-0.5874785537695785
65,1.8002477497118754,0.06,0.106,-2.4671410028337224,0.0391,0.843,0.876,0.141,0.0388,-1.3618169127846036
66,-0.9662076495006624,0.53,0.704,0.6396426322654629,0.128,0.00698,0.0151,0.167,0.726,0.9200123936311877
67,0.0137784328778952,0.52,0.654,-0.6265239267516454,0.0298,0.906,2.14e-05,0.091,0.373,-1.4986113379057362
68,-1.574660278232683,0.18,0.198,-0.9498823570039996,0.0506,0.831,0.927,0.0979,0.234,-1.5498232388552764
69,1.3040616696360008,0.11,0.468,-0.7327487602799666,0.0406,7.77e-05,0.000738,0.0564,0.282,0.13148673256168325
70,2.107367733391907,0.08,0.685,-0.5739970011959086,0.0373,8.41e-06,0.896,0.069,0.148,0.20006415334695973
71,-0.4780573673171031,0.26,0.674,0.930548121250897,0.0467,0.016,0.0,0.0402,0.778,-1.0121146614509866
72,-0.7060315848947175,0.41,0.629,0.0866043651085649,0.0753,0.261,9.5e-06,0.0898,0.843,-0.8193246261425448
73,-0.5587477271749774,0.22,0.65,0.7226151006592382,0.338,0.0423,0.0,0.075,0.331,-0.29249407248441484
74,0.1124075873007319,0.32,0.598,0.7338230752204942,0.193,0.00148,2.3e-06,0.23,0.312,0.6250606774777893
75,-0.5932273611971149,0.4,0.748,-0.7693837816070571,0.176,0.205,0.0,0.0917,0.59,0.4504552902992222
76,-0.1091829611483155,0.48,0.521,-0.2978124340222732,0.0468,0.828,0.000766,0.1,0.398,-1.5349478690337206
77,-0.1638987285489119,0.08,0.456,0.8459028208330536,0.139,7.98e-06,0.695,0.333,0.416,1.3472697118538393
78,-0.7212624524327074,0.22,0.71,1.1669192862517128,0.304,0.0221,0.0,0.529,0.712,0.5306643328612664
79,0.5627153224755884,0.24,0.596,0.9392468477760508,0.18,0.23,0.00349,0.584,0.15,1.509653704883859
80,-0.037105177863592,0.22,0.783,-0.9498823570039996,0.0651,0.952,0.918,0.0676,0.397,-0.22103332010377
81,-0.2047229280602377,0.01,0.172,0.6264272592753253,0.0992,0.0,0.886,0.115,0.197,-0.0613688330102901
82,-0.0546822637643018,0.17,0.599,0.7353286240421554,0.144,0.181,0.00197,0.303,0.259,-0.7821034364568906
83,-1.272213179458402,0.33,0.763,-0.8366316289745928,0.0892,0.29,0.861,0.102,0.665,-1.5694495527828356
84,0.2047703835131376,0.16,0.612,0.5462986053224657,0.184,0.00075,0.681,0.134,0.439,1.6409108227366151
85,-0.2122894822800093,0.31,0.342,0.2612480284212695,0.0294,0.24,0.00412,0.107,0.195,-1.159787110318279
86,-1.421784600081794,0.15,0.597,0.0414379004587276,0.034,0.000821,0.798,0.308,0.843,0.49773537543689794
87,0.9772432276189668,0.7,0.738,0.3698148267832861,0.0334,0.32,5.15e-06,0.31,0.793,-0.02893135256240443
88,0.2995771571867099,0.17,0.459,0.7022065499656079,0.0491,0.0138,1.3e-06,0.0261,0.645,1.4507747631011823
89,-1.3901986353736775,0.05,0.501,-1.88817383930377,0.0332,0.983,0.00057,0.123,0.547,-0.9781372198101207
90,0.9410137057346342,0.04,0.104,0.5936397516035914,0.0864,9.91e-06,0.57,0.525,0.126,1.1237787480810857
91,-0.329776366793207,0.01,0.763,0.5789188297917925,0.0496,0.218,0.873,0.103,0.284,-0.7179165433281961
92,-0.5316880087249416,0.34,0.616,-0.519629960413697,0.0426,0.472,0.0999,0.112,0.0924,-0.6509446139994308
93,0.6267377560483071,0.21,0.323,0.4750359610971666,0.11,0.000528,0.00663,0.161,0.407,0.7672285842084707
94,-0.0801387329998124,0.53,0.7,0.1023289861348045,0.117,0.096,1.38e-05,0.327,0.674,-0.45540230762268336
95,0.2400614180523824,0.34,0.285,0.87383911563499,0.0465,0.0101,0.000269,0.0887,0.0378,1.6357994621811915
96,-0.8619280191876085,0.23,0.866,0.1735916303601036,0.0649,0.00108,0.443,0.0406,0.602,0.13296116349113216
97,-0.4581145112339841,0.28,0.263,-0.2153418152357182,0.0525,0.00696,0.478,0.356,0.308,0.06887256575773477
98,-0.7041839379340756,0.14,0.471,0.4435867190446871,0.0921,0.000248,0.731,0.195,0.667,-0.9627048427485514
99,-0.0019119024227939,0.19,0.0658,1.068891329641325,0.164,0.000697,0.217,0.317,0.107,2.493197430221862
100,0.4351396990026953,0.24,0.646,-0.0331704078147073,0.0745,0.000264,0.00109,0.207,0.39,-1.0285955227290537
101,-1.134617248394726,0.04,0.737,-3.787340036228229,0.0617,0.995,0.971,0.0863,0.185,-0.9455031485716423
102,1.5339519655431697,0.48,0.638,0.0678686464390028,0.0541,0.00223,0.716,0.309,0.562,-0.15766555526921422
103,-0.4805404484176483,0.29,0.604,0.3151132195962607,0.155,0.443,2.46e-06,0.201,0.315,1.5783621861961983
104,0.2650779713448831,0.24,0.603,0.4787161915501163,0.0486,0.131,4.16e-05,0.234,0.703,0.13394411744409843
105,-0.8866219674552352,0.48,0.721,1.5516706517873644,0.31,0.181,0.0,0.646,0.705,1.0197166895937275
106,0.03530498635585,0.33,0.507,-1.8766312983377005,0.0405,0.959,0.93,0.102,0.45,0.9896055335011962
107,1.1911694627497962,0.5,0.307,0.5489751365609745,0.0397,0.593,3.79e-06,0.0789,0.452,-1.2533315615088978
108,0.3814406262259441,0.26,0.318,-0.2812513969839995,0.0536,0.128,0.0,0.0825,0.483,-1.6305892886573345
109,5.0402482218000415,0.07,0.728,-0.0217951500510447,0.036,1.04e-05,0.756,0.626,0.661,0.13538578324178258
110,0.3539312159230536,0.23,0.671,0.5491424197633812,0.038,0.0841,8.61e-05,0.642,0.963,0.19685317043393724
111,0.8697082193276393,0.3,0.594,1.396264556751443,0.0929,0.00654,0.932,0.311,0.111,0.5246027834846412
112,-1.523972185688089,0.22,0.641,-1.8097180173749785,0.0484,0.985,0.954,0.104,0.63,-0.25825450978942466
113,0.3517218602981591,0.11,0.56,0.0765673729641566,0.0456,0.107,0.833,0.0795,0.964,-0.1273905735178548
114,-0.6710631553803468,0.42,0.735,0.1170499079466036,0.0684,0.773,0.0484,0.0948,0.32,0.43168086979756803
115,-1.1518130738114938,0.0,0.598,-0.5216373588425788,0.0769,0.778,0.942,0.103,0.0386,-1.105396991587481
116,1.2721530999030104,0.0,0.789,0.7229496670640518,0.0635,0.000309,0.917,0.065,0.363,0.16706966565906
117,1.4270719432114347,0.06,0.316,-0.986684661533497,0.0559,0.828,0.817,0.0685,0.269,-1.1430113628543224
118,-0.6368376950141706,0.42,0.773,0.8271671021634914,0.0389,0.75,0.0,0.122,0.792,0.2639233951579991
119,-1.888525639705534,0.0,0.34,-1.4557467610821786,0.0597,0.767,0.635,0.112,0.139,-1.396023710347828
120,0.2792041610704256,0.21,0.673,1.2478843562166064,0.288,0.0002,0.898,0.0887,0.105,-0.7829225647510288
121,0.1601140273427027,0.6,0.661,0.5367634627852776,0.0246,0.406,0.0,0.111,0.186,0.2641199859485924
122,-0.0719074169106035,0.55,0.767,-0.1875728036361885,0.0317,0.552,3.23e-05,0.201,0.921,0.37925665897270205
123,-0.2928429794000584,0.58,0.189,0.2483672218359455,0.045,0.0877,0.0,0.0628,0.282,1.9451350711796613
124,-0.3551448528401157,0.57,0.628,0.4360589749363809,0.0298,0.437,0.0,0.527,0.606,0.2659220681956964
125,0.3169196212511476,0.45,0.717,0.6873183449514023,0.0334,0.0874,0.0,0.116,0.901,-1.0122784871098143
126,-0.902527372772507,0.04,0.503,0.1988513939235313,0.395,0.126,0.0,0.607,0.539,0.14944202476919966
127,-0.2657246054909545,0.23,0.498,0.2714523037680846,0.0251,0.629,0.000884,0.229,0.281,-0.4849564564752012
128,-0.2160629834800504,0.48,0.622,0.5411128260478546,0.0437,0.0122,1.8e-05,0.651,0.483,0.13505813192412655
129,0.4514361407137537,0.0,0.4,-0.7384363891617981,0.16,0.839,0.362,0.111,0.0383,-1.1579194978076432
130,-1.007618403602668,0.04,0.396,-0.6007623135809974,0.0415,0.677,0.794,0.176,0.107,-1.2855396860344244
131,-0.4194605637081742,0.21,0.529,0.9447671934554754,0.0503,7.45e-06,0.936,0.152,0.739,1.6743967874009986
132,2.713591454679344,0.56,0.684,-0.0358469390532162,0.0471,0.00487,0.887,0.0456,0.364,-0.029259003880060006
133,-0.5660405559190984,0.27,0.144,-4.2784835184946095,0.0424,0.884,0.834,0.106,0.209,-1.8359938996955094
134,-0.7830364267411528,0.0,0.625,-1.9092515228070277,0.115,0.991,0.946,0.147,0.455,-0.09767259900650894
135,-0.0692972489820776,0.2,0.668,-0.0539135249131513,0.0726,0.645,0.0,0.0987,0.858,-1.1350166707035303
136,1.9435039325756127,0.04,0.806,0.1245776520549098,0.0927,0.152,0.774,0.102,0.499,-0.06002546260790256
137,-0.3988138421162394,0.17,0.572,0.5891231051386077,0.0499,0.0064,0.315,0.419,0.656,1.1475662337428683
138,0.8351112743873659,0.58,0.71,0.3338489382658229,0.111,0.257,0.0,0.192,0.846,-0.8478630559103306
139,-0.2336107416512262,0.37,0.534,0.0524785918175766,0.0352,0.0426,0.0385,0.0957,0.202,-1.1756454340928006
140,0.6041847320366622,0.24,0.433,0.945101759860289,0.326,0.000207,0.831,0.123,0.123,1.6089975843969788
141,-0.8114256689300633,0.21,0.743,0.6453302611472942,0.284,0.217,3.13e-06,0.119,0.529,-0.7727653739037111
142,-0.2266209661122899,0.03,0.719,0.0620137343547645,0.0365,0.0546,0.0235,0.0982,0.214,-0.32345712200285065
143,0.8688186115317748,0.35,0.504,-0.0348432398387757,0.129,0.0587,0.00255,0.207,0.579,-0.17467065865553005
144,0.328416091228475,0.23,0.671,0.9173327482607592,0.104,0.0358,1.97e-06,0.366,0.6,0.5272895242894153
145,-0.579638846513029,0.0,0.295,0.872166283610922,0.0828,0.441,0.877,0.985,0.0253,0.5278137663976646
146,0.27116836317811,0.23,0.743,-0.971963739721698,0.0301,0.892,0.00348,0.0983,0.439,-0.3796820881125184
147,0.9717589421961093,0.0,0.146,-2.41177026283707,0.0375,0.858,0.944,0.0769,0.033,-1.811354520607823
148,0.4588658321957,0.0,0.468,0.3147786531914472,0.133,0.0514,0.252,0.107,0.222,1.2891771332335356
149,-1.0093585155550189,0.38,0.673,-1.3115486406075123,0.0432,0.97,0.88,0.137,0.597,-1.4612590876930196
150,0.0891995773294944,0.27,0.457,1.1463434523556757,0.0449,0.181,4.3e-05,0.218,0.678,1.3433378960419742
151,-0.5088514833278015,0.56,0.622,-1.222721260129499,0.0268,0.855,0.00102,0.117,0.508,0.0342398214815581
152,-0.187908363127412,0.53,0.508,-2.2720887888273875,0.0295,0.943,0.000875,0.18,0.11,-1.7593234913641445
153,-0.9650345403193024,0.5,0.394,-0.5967475167232342,0.0371,0.239,0.0,0.782,0.38,-1.846675332651076
154,0.023505463173338,0.16,0.605,0.3668037291399636,0.0737,0.0186,1.65e-06,0.051,0.793,1.7735440761235244
155,1.9342461459527145,0.39,0.255,-0.6904261100710449,0.0361,0.626,2.89e-06,0.989,0.0809,-0.21015529635761065
156,0.1757457071843238,0.24,0.446,1.0918091283710574,0.042,0.0319,0.0,0.284,0.512,0.9201434541582495
157,-0.0099868039544881,0.24,0.607,0.5765768649580973,0.267,0.00195,1.15e-06,0.0915,0.736,-0.7156557492363737
158,0.2541094004991676,0.48,0.603,0.3112657059409043,0.0553,0.728,4.22e-05,0.103,0.341,-0.7821689667204215
159,-0.6264654546689798,0.11,0.771,0.3453914792318925,0.0309,0.569,6.93e-06,0.195,0.519,-0.2909868764231997
160,0.1777106650631017,0.19,0.694,0.6294383569186478,0.0411,0.0856,2.8e-05,0.305,0.62,0.06146764597872258
161,-1.268341919159914,0.0,0.411,-0.6347208036695787,0.0303,0.979,0.000103,0.0778,0.314,-2.4212119181598335
162,6.379987786462313,0.49,0.246,0.6960170714765561,0.0591,0.127,0.0,0.222,0.14,0.4206062552608145
163,-0.455015547813225,0.42,0.614,-0.5152805971511201,0.0447,0.307,0.0,0.128,0.296,0.5261755098093872
164,-1.0022807568274803,0.35,0.723,-0.6255202275372045,0.0783,0.957,0.825,0.102,0.253,-1.5688597804110558
165,-0.0462261017486655,0.3,0.62,0.7888592488123329,0.0365,0.00332,0.0,0.0118,0.706,0.20006415334695973
166,0.0692860489759095,0.0,0.582,0.2140741653425504,0.0442,0.133,0.174,0.113,0.535,-0.8146719774318381
167,-0.0975789561626968,0.17,0.506,0.4027696176574267,0.0322,0.472,0.00593,0.198,0.602,-0.2979986146210254
168,-0.2135896782893499,0.0,0.694,0.7065559132281849,0.045,0.092,0.0256,0.0445,0.67,-1.110410056747609
169,-0.9648194703027198,0.32,0.205,-2.6772487050566696,0.0447,0.943,0.525,0.963,1e-05,0.27509630509004784
170,-1.062402602372177,0.16,0.645,0.4910951485282199,0.0261,0.63,3.82e-06,0.1,0.748,-0.5558274364840657
171,1.0012333103777775,0.63,0.793,-0.9105708044384008,0.0555,0.166,0.809,0.11,0.266,0.06880703549420338
172,-1.3878719688306471,0.26,0.579,0.3112657059409043,0.0588,0.00284,6.11e-06,0.659,0.888,1.0228621422432196
173,0.7076920654719874,0.18,0.707,0.912481535390962,0.158,0.00274,0.186,0.154,0.161,-1.028300636543164
174,-1.151539348335843,0.11,0.646,-0.2772366001262363,0.0315,0.553,0.944,0.117,0.273,-1.2414378186780064
175,2.2185296042356057,0.34,0.499,-0.1920894501011724,0.0291,0.0106,0.0,0.247,0.139,-0.6509446139994308
176,-1.1700255938521067,0.26,0.77,-0.2819205297936267,0.0775,0.831,0.934,0.108,0.371,-1.2089020428348247
177,0.3029302942634304,0.32,0.707,0.3366927527067387,0.109,0.121,0.55,0.086,0.0519,0.23315693643015561
178,-0.2589498999686008,0.2,0.627,0.033408306743201,0.0326,0.0203,0.911,0.872,0.777,-0.8823647396594454
179,-0.2413825899777358,0.4,0.599,0.5230462401879197,0.0408,0.827,0.0,0.293,0.452,0.5245372532211098
180,-0.1518059280710599,0.25,0.573,0.0548205566512721,0.0418,0.00419,0.00132,0.74,0.293,-0.521424048130248
181,1.1708062425433563,0.35,0.57,-0.3566961212694687,0.0856,0.789,2.04e-06,0.971,0.527,-1.4673534022014105
182,-0.1267795988687146,0.41,0.569,-0.4264532166731065,0.0674,0.393,0.924,0.11,0.808,-1.3456964679559573
183,-0.1666653110349524,0.61,0.684,0.4181596722788528,0.028,0.581,9.52e-06,0.123,0.676,0.3959668761731285
184,-0.454399665493011,0.0,0.733,0.3683092779616249,0.457,0.0686,0.0,0.145,0.653,2.037565507890253
185,0.4758759153254191,0.49,0.934,0.452285445569841,0.0789,0.00694,0.447,0.0942,0.15,0.1345994200794096
186,-0.9739599460074826,0.58,0.727,0.5238826561999537,0.0597,0.192,0.0,0.196,0.515,0.002031696956031381
187,-0.6626949765533126,0.17,0.689,-0.4266204998755132,0.0261,0.194,0.866,0.405,0.151,-0.6323340191566037
188,-0.9682019351089742,0.59,0.214,-3.2177407320330573,0.0366,0.994,0.896,0.0969,0.0575,-1.7686943190490887
189,-1.4157626396174796,0.57,0.776,0.593974318008405,0.146,0.0994,6.16e-05,0.097,0.397,-0.9795133553442735
190,0.1705351472371168,0.13,0.81,-0.6198325986553733,0.0477,0.11,0.00318,0.246,0.726,-0.936525502467884
191,-0.1426850041859864,0.16,0.486,0.9865879940571768,0.0896,0.0415,0.0,0.0942,0.475,-0.9482226545081821
192,0.496405325999218,0.28,0.408,0.4373972405556353,0.043,0.202,0.764,0.604,0.324,-0.3890529157974631
193,1.6585654883331291,0.19,0.601,-0.3331091897301092,0.0322,0.677,0.831,0.117,0.798,-0.36428247618271425
194,-0.1742220893448794,0.63,0.527,0.7809969382992132,0.0574,0.000393,0.00372,0.075,0.206,0.5935406207193394
195,-0.5261548437528605,0.61,0.19,-2.891538487339787,0.0446,0.949,0.976,0.102,0.0464,-1.4535265165963518
196,-0.4908833610333051,0.08,0.575,0.7425218017456481,0.353,0.0157,0.0,0.313,0.8,0.1940353691021003
197,-0.6770362362954377,0.37,0.104,-3.9141407036525866,0.0423,0.992,0.913,0.13,0.0396,-1.085672382264626
198,-0.7334041324597828,0.3,0.607,0.5936397516035914,0.298,0.623,0.0,0.276,0.728,-1.3384881389675383
199,-0.9101525824513468,0.19,0.551,0.0638538495812393,0.0621,0.0737,2.25e-05,0.112,0.128,-0.7127396525092407
200,-0.3344101480595788,0.57,0.581,0.4860766524560157,0.0517,0.121,1.95e-06,0.102,0.413,0.7547450690057996
201,0.20938461295982,0.27,0.603,-0.0253080973015877,0.0284,0.000606,0.0025,0.239,0.456,0.2007194559822709
202,-0.9669115150094784,0.57,0.778,1.091976411573464,0.0265,0.567,0.0,0.0968,0.702,-0.42034361663355496
203,-0.5457066634421929,0.41,0.0664,-4.1580396127617085,0.0434,0.981,0.937,0.108,0.072,-1.6442195834717994
204,-0.6246764631674059,0.11,0.809,0.2318061847976718,0.188,0.00565,0.00694,0.0622,0.4,0.26549612148274515
205,1.872990294866036,0.04,0.699,0.5145147968651725,0.0793,0.00427,0.00925,0.102,0.175,0.035026184643931105
206,-0.7376371014225233,0.71,0.707,0.5847737418760307,0.157,0.497,4.06e-06,0.126,0.456,-0.8482890026232828
207,1.162477167355701,0.49,0.459,-0.1807141923375097,0.0339,0.433,0.0,0.682,0.374,0.5209330887269008
208,-0.548072433624602,0.43,0.538,0.7027083995728284,0.353,0.499,0.0,0.106,0.565,-1.1215829666796582
209,-0.486435322053982,0.46,0.728,0.7816660711088405,0.0459,0.477,0.0,0.0713,0.719,-0.5223742369514486
210,2.185027561197935,0.2,0.156,0.175766311991392,0.0908,2.68e-05,0.534,0.144,0.0965,0.11248295613766918
211,0.2874452530694792,0.31,0.774,0.4588094904637064,0.243,0.0984,0.0,0.347,0.812,-1.0446176721624032
212,-0.2261028428905226,0.63,0.513,-0.3923274433821181,0.0306,0.53,0.0,0.0792,0.383,0.9152942146569496
213,-1.10550458887731,0.12,0.812,-0.2334084010956533,0.0602,0.00988,0.895,0.111,0.802,-0.06038587905732384
214,0.1356058213621246,0.07,0.694,0.6528580052556004,0.238,0.00199,0.00225,0.0412,0.435,-0.06326921065269123
215,-0.3265991960936905,0.0,0.706,0.5576738630861283,0.165,0.671,0.0,0.14,0.745,-0.909133852311892
216,-0.5477693804194174,0.26,0.667,0.7080614620498461,0.0377,0.809,0.0,0.823,0.548,0.7257479273932963
217,-0.6902434904955818,0.44,0.802,0.4688464826081148,0.0336,0.795,0.0046,0.118,0.883,0.06900362628479663
218,-1.001264062203635,0.48,0.574,0.5160203456868339,0.041,0.082,0.0,0.0741,0.83,-0.8516638111951333
219,0.5858549010779132,0.1,0.471,-0.7175259888609474,0.0621,0.708,0.894,0.0923,0.31,1.8087665927714813
220,0.5222137279891367,0.4,0.386,0.671259157520349,0.095,0.679,0.0,0.529,0.585,1.602575618570933
221,0.1694989007935821,0.22,0.547,0.2338135832265535,0.0453,0.00552,0.615,0.084,0.175,1.3477611888303218
222,-0.7527897616817557,0.14,0.784,0.3571013034003689,0.0503,0.0775,0.885,0.271,0.401,-0.9799720671889914
223,0.4731973160279806,0.24,0.516,0.8375386607127133,0.0287,0.388,0.0,0.116,0.57,-1.0122129568462834
224,-1.2418492034808688,0.21,0.204,-2.2837986129958643,0.0445,0.933,0.691,0.969,1e-05,-2.4051242384629528
225,-0.9355797239573233,0.34,0.543,1.2547429675152857,0.0741,0.556,4.21e-05,0.137,0.762,1.183476818157901
226,-0.8374393650267199,0.43,0.76,-0.4759690445855207,0.0633,0.532,0.867,0.117,0.265,-1.4371439507135815
227,-1.1144788741147136,0.45,0.681,-0.1718481826099489,0.159,0.926,0.95,0.124,0.417,-1.2777415846742257
228,-0.1955824523554749,0.17,0.392,0.8251597037346098,0.064,0.184,0.00128,0.0959,0.394,0.9208642870570911
229,-0.5007374781567285,0.38,0.641,0.317455184429956,0.0862,0.185,2.27e-05,0.0683,0.622,0.26821562741928495
